Alert_ID,lat,lng,diseases,place_name,country,date,cases,link,Type,summary
8724320,39.97,-97.56,Measles,"Washington, District of Columbia, United States",United States,2025-05-06,0,https://tinyurl.com/bdz8s4ws,,"A measles outbreak in the Great Plains region of the USA raises concerns about the potential loss of the country's measles elimination status. The outbreak is linked to declining MMR vaccine immunizations due to nonmedical exemptions. To address the outbreak, health officials have modified MMR vaccination recommendations, including earlier doses for infants and a second dose for adults in affected areas. These changes are similar to those used in countries with widespread measles. The article emphasizes the need for healthcare providers to be prepared for similar outbreaks and the potential need to revise MMR immunization practices."
8724148,-1.43,-78.77,Whooping Cough,"Quito, Pichincha, Ecuador",Ecuador,2025-05-05,321,https://www.primicias.ec/sociedad/ecuador-muertes-tosferina-mascarilla-epidemia-ninos-recien-nacidos-95448/,,"Ecuador's Minister of Public Health confirmed that there have been deaths due to pertussis this year, with most deaths occurring in young children, particularly newborns. The Ministry of Health has observed an increase in cases, which they attribute to a decline in childhood vaccinations, specifically booster shots. To address this, the Ministry has adjusted the vaccination schedule and is intensifying vaccination efforts for pregnant women. They are also urging parents to have their children wear masks in class and are implementing mass vaccination campaigns in schools."
8724178,-1.43,-78.77,Whooping Cough,"Quito, Pichincha, Ecuador",Ecuador,2025-05-05,321,https://www.primicias.ec/sociedad/ecuador-muertes-tosferina-mascarilla-epidemia-ninos-recien-nacidos-95448/,,"In Ecuador, there has been a rise in whooping cough cases, with a concerning number of deaths reported, primarily among young children and newborns. The Ministry of Health attributes the increase to a decline in childhood vaccinations, particularly booster shots. To address the situation, the Ministry has adjusted the vaccination schedule and is focusing on vaccinating pregnant women to protect newborns. They are also urging parents to have their children wear masks and are implementing vaccination campaigns in schools and urban areas to curb the spread of the disease."
8724142,55.15,-115.00,Measles,"Alberta, Alberta, Canada",Canada,2025-05-05,55,https://www.thestar.com/news/canada/alberta/alberta-ramps-up-measles-vaccination-push-as-3-children-in-intensive-care/article_7a06652f-387e-5d72-9bda-6cd32f3889aa.html,,Alberta is increasing its efforts to encourage measles vaccinations due to a recent rise in cases. The government is launching a public awareness campaign with advertising and a hotline. The campaign aims to increase immunization rates and provide information to the public. The government is also extending clinic hours in areas with the most cases. Health officials emphasize the importance of vaccination to protect individuals and the community.
8724162,48.34,-103.48,Measles,"Williams County, North Dakota, United States",United States,2025-05-05,3,https://northdakotamonitor.com/briefs/north-dakota-confirms-3-new-measles-cases-bringing-total-to-4/,,"Measles cases have been confirmed in North Dakota and Illinois. In North Dakota, the cases are in Williams County and are the first reemergence of measles since 2011. Health officials are advising residents to ensure they are up to date with their MMR vaccinations. In Illinois, cases have been confirmed in both southern Illinois and Cook County, with an outbreak declared in one area. Public health officials are emphasizing the importance of the MMR vaccine to prevent the spread of the disease."
8724136,38.63,-90.20,Measles,"St Louis, Missouri, United States",United States,2025-05-05,1,https://www.kmbc.com/article/possible-measles-exposure-missouri-st-louis-spread/64671314,,"Multiple locations across the United States have reported cases of measles. These include a major metro area in Missouri, as well as counties in Texas and North Dakota. Public health officials are advising those who may have been exposed to monitor for symptoms and consider preventative measures. Vaccination is emphasized as the most effective way to prevent the spread of the disease."
8724180,62.46,-114.35,Measles,"Yellowknife, Northwest Territories, Canada",Canada,2025-05-05,1,https://www.cbc.ca/news/canada/north/yellowknife-measles-advisory-1.7526432,,Two schools in Yellowknife have been temporarily closed due to a measles exposure. Public health officials have notified parents about potential exposure at several locations and are advising people to check their vaccination records. The closures are a precautionary measure while officials assess staff vaccination status.
8724117,-10.77,-53.09,Respiratory Syncytial Virus,"Brasilia, Distrito Federal, Brazil",Brazil,2025-05-04,400,https://www.lmneuquen.com/mundo/alerta-maxima-brasil-declaran-emergencia-sanitaria-el-brote-un-virus-respiratorio-n1189037,,"The city of FlorianÃ³polis, Brazil, has declared a health emergency due to a surge in severe acute respiratory syndrome (SARS) cases. The increase in cases has overwhelmed the hospital system, particularly intensive care units, leading to critical occupancy levels and reduced healthcare capacity. The city is taking measures to address the situation, including hiring additional medical staff, extending work hours, and expediting the purchase of supplies. Authorities are also monitoring the situation and considering further preventative measures, such as increased vaccinations and mask mandates."
8724126,10.33,7.75,Diphtheria,"Kaduna, Kaduna State, Nigeria",Nigeria,2025-05-04,2,https://leadership.ng/diphtheria-resurgence-kills-2-children-in-kaduna/,,"A community leader reported a resurgence of diphtheria in a community, resulting in fatalities. He expressed concern about the outbreak, highlighting the need for improved public health infrastructure, vaccination efforts, and community awareness. He emphasized the importance of parental cooperation, swift health authority responses, and collaboration between local and international organizations. He also advocated for government investment in healthcare infrastructure, including vaccine availability, healthcare worker training, and disease surveillance systems."
8724210,14.00,19.00,Diphtheria,"Batha, Batha, Chad",Chad,2025-05-04,0,https://tchadvision.com/urgence-sanitaire-renforcement-des-efforts-contre-la-diphterie-dans-le-batha-et-le-barh-el-gazal-informations-cruciales-a-ne-pas-manquer/,,"Health authorities are working to contain a diphtheria outbreak in the Batha and Barh El Gazal regions. The Ministry of Public Health, with partners, is implementing strategies to address the crisis. These strategies include training healthcare workers, establishing treatment protocols, and strengthening epidemiological surveillance. Community engagement through awareness campaigns and vaccination programs are also key. The outbreak impacts the health system, necessitating collaboration among stakeholders. The goal is to control the outbreak, protect vulnerable populations, and strengthen local health systems for future health threats."
8724096,51.00,4.50,Measles,"Flanders, Belgium",Belgium,2025-05-03,48,https://www.belganewsagency.eu/flanders-sees-rapid-rise-in-measles-cases,,"Measles cases in Flanders have increased rapidly, with the province of Antwerp being the primary location of the outbreak. Public health officials attribute the rise to the highly contagious nature of the disease and the number of unvaccinated individuals. The Department of Public Health is working to increase vaccination rates to curb the spread of the disease."
8724099,48.71,19.49,Hepatitis A,"Bratislava, Bratislavsk√Ω kraj, Slovakia",Slovakia,2025-05-03,16,https://ujszo.com/regio/ujabb-helyen-utotte-fel-a-fejet-a-sargasag,,"A hepatitis A outbreak has emerged in the Prievidza region of Slovakia, specifically at a care facility. Authorities have implemented measures to contain the spread, including facility closures, visitor restrictions, and disinfection protocols. The outbreak is believed to have originated within the homeless community, where containment is challenging. To combat the epidemic, mobile vaccination teams are being considered, along with potential quarantine measures for those who refuse vaccination. Local governments are also involved in preventative measures, such as disinfecting public spaces and providing hand sanitizers."
8724080,55.43,-101.87,Measles,Canada,Canada,2025-05-02,223,https://latinus.us/mundo/2025/5/1/se-agrava-brote-de-sarampion-en-canada-se-registran-223-nuevos-casos-141044.html,,"A measles outbreak in Canada, primarily affecting the province of Ontario, is worsening. The outbreak, which began in October 2024, has led to a significant increase in cases, making it the worst outbreak in the country in over thirty years. Other provinces, including Alberta and Quebec, are also experiencing cases. Despite public health efforts, the number of new cases continues to rise. The capital city, Ottawa, has also reported its first cases."
8724093,31.02,-92.02,Whooping Cough,"Louisiana, Louisiana, United States",United States,2025-05-02,164,https://ldh.la.gov/news/whooping-cough,,"Whooping cough cases are increasing in Louisiana, mirroring national trends. This respiratory illness, caused by a bacterium, spreads through coughing, sneezing, and close contact. Infants under one year old are at the highest risk for severe complications. The public is advised to review their and their children's vaccination records, practice good hygiene, and avoid close contact with sick individuals. Pregnant women should receive the Tdap vaccine to protect their newborns. Vaccination is the best way to prevent serious complications."
8724074,55.43,-101.87,Measles,Canada,Canada,2025-05-02,108,https://health-infobase.canada.ca/measles-rubella/,,"This report summarizes the weekly measles situation in Canada. It provides an update on the number of new and total cases reported in 2025, broken down by region. The data includes both confirmed and probable cases."
8724057,34.49,-106.00,Measles,"New Mexico, United States",United States,2025-05-02,67,https://www.nmhealth.org/about/erd/ideb/mog,,"Multiple health departments in Texas and New Mexico are reporting measles cases. An outbreak is occurring in West Texas, with cases also identified in other areas. Public health officials are investigating the situation and emphasizing the importance of vaccination to prevent the spread of the highly contagious virus."
8721891,38.52,-8.89,Hepatitis A,"Set√∫bal, Set√∫bal, Portugal",Portugal,2025-05-02,22,https://cnnportugal.iol.pt/doenca/hospital-de-santa-maria/surto-de-hepatite-a-infeta-cerca-de-20-pessoas-em-setubal/20250205/67a31932d34ef72ee441da5e,,"An outbreak of Hepatitis A has affected individuals in Set√∫bal. The majority of those infected are adolescents, with one hospitalized in serious but stable condition. Vaccination efforts have begun for those who have come into contact with infected individuals and their families. The outbreak is believed to have originated in the Algarve region."
8724075,39.97,-97.56,Measles,"Washington, District of Columbia, United States",United States,2025-05-02,0,https://www.cdc.gov/measles/data-research/index.html,,"In 2025, a significant number of measles cases have been confirmed across multiple locations, with a majority linked to outbreaks. The cases span various age groups, with a large percentage of individuals being unvaccinated or having an unknown vaccination status. A portion of the cases have resulted in hospitalization, and there have been reported deaths."
8724054,37.60,-4.50,Measles,"Seville, Andalusia, Spain",Spain,2025-04-30,7,https://www.diariosur.es/malaga/malaga-registra-siete-casos-sarampion-brote-hospitalario-velez-20250430180736-nt.html?ref=https%3A%2F%2Fwww.google.com%2F,,"Measles cases have been reported in the M√°laga region, with a new outbreak declared at a hospital. The regional government has updated its Measles Surveillance and Alert Protocol, including measures for health centers to review staff susceptibility and update vaccination schedules. The government is also updating guidelines for immunoglobulin use and considering advancing the second dose of the MMR vaccine in affected areas. The article highlights the ease of measles transmission and the importance of vaccination for both children and adults. The epidemiological situation in surrounding areas suggests the possibility of further outbreaks."
8724052,41.83,-87.85,Measles,"Chicago, Illinois, United States",United States,2025-04-30,2,https://www.fox32chicago.com/news/measles-cook-county-two-cases-confirmed,,"Measles cases have been confirmed in several locations. In Illinois, two cases were identified in Cook County, with potential exposure locations including an airport, library, and gas stations. Kansas has reported a total of 46 cases, with the majority among unvaccinated children. Arkansas confirmed its first in-state transmission in Faulkner County, with potential exposure sites including a medical clinic and dance studio. Ohio's Defiance County has also confirmed a case. Finally, Montana's Gallatin County has identified two additional cases among household members of previously identified cases. Public health officials are investigating the cases and notifying those who may have been exposed."
8724150,23.95,-102.53,Whooping Cough,"Mexico City, Mexico City, Mexico",Mexico,2025-04-29,809,https://diario.mx/nacional/2025/apr/29/mueren-48-ninos-por-tosferina-identifican-809-casos-1064016.html,,"The Health Secretary announced confirmed cases of whooping cough and the deaths of children under one year of age. The official stated that the children who died had not received the vaccine, which is administered at one year of age. The Secretary urged pregnant women, starting at week 20 of their pregnancy, to get vaccinated to protect their children. The official reported that the children died from bronchial spasms during coughing attacks."
8724003,28.63,-106.08,Measles,"Chihuahua, Chihuahua, Mexico",Mexico,2025-04-29,583,https://www.wired.com/story/as-measles-cases-surge-mexico-issues-a-us-travel-alert/,,"Mexico has issued a travel warning for the United States and Canada due to a surge in measles cases. The country is experiencing an outbreak, with cases linked to the United States, where cases have also increased. To combat the spread, Mexico's Ministry of Health is advising travelers to take preventative measures and has launched a nationwide vaccination campaign targeting children. The campaign aims to increase vaccination rates, which have been declining, to protect against the highly contagious virus."
8723978,-36.99,145.02,Measles,"Victoria, Victoria, Australia",Australia,2025-04-28,23,https://www.9news.com.au/national/measles-victorian-health-officials-warn-of-outbreak-of-highly-contagious-illness/2a850c7c-6d21-4ac4-b85a-0f04348f791a,,"Health officials in Victoria are alerting the public to a measles outbreak, the largest in over a decade. The highly contagious illness can cause various symptoms and lead to serious complications. Authorities are concerned about declining vaccination rates and the potential for severe outcomes, as the disease is primarily introduced by travelers. Exposure sites are active across the state."
8724002,32.08,34.80,Measles,"Tel Aviv, Tel Aviv District, Israel",Israel,2025-04-28,8,https://www.timesofisrael.com/liveblog_entry/8-cases-of-measles-have-been-diagnosed-in-israel-in-past-week-says-health-ministry/,,The Israeli Health Ministry has announced the diagnosis of measles cases in several regions. The ministry is conducting an epidemiological investigation to determine the source of the infections. Health officials are advising those who have come into contact with measles patients to get tested and vaccinated according to guidelines. They also recommend that certain vulnerable groups consult with their healthcare providers about preventative measures. The ministry is also urging people to check their vaccination status and get vaccinated before traveling abroad. Measles is a highly contagious viral disease that can lead to serious complications.
8724006,24.11,-102.68,Measles,"Mexico City, Mexico City, United States",United States,2025-04-28,0,https://www.who.int/emergencies/disease-outbreak-news/item/2025-DON565,,"Measles cases in the Americas have significantly increased compared to the previous year, with the majority of cases occurring in unvaccinated or under-vaccinated individuals. The disease is highly contagious and can lead to severe complications. The WHO is working with countries in the region to prevent the spread of measles, which is considered a high risk. The global risk remains moderate due to ongoing transmission in other regions. The WHO recommends maintaining high vaccination rates and strengthening surveillance and response efforts to control the outbreak."
8724005,48.69,9.14,Measles,"Stuttgart, Baden-W√ºrttemberg, Germany",Germany,2025-04-28,0,https://www.cidrap.umn.edu/measles/measles-cases-europe-americas-skyrocket,,"Measles cases in Europe experienced a significant increase in 2024 compared to the previous year, following a seasonal pattern not observed in the years prior. The rise in cases is attributed to declining vaccination rates across the continent. The majority of cases were reported during the first half of the year, with a subsequent decrease in the latter half."
8724087,29.97,69.39,Polio,"Islamabad, Islamabad Capital Territory, Pakistan",Pakistan,2025-04-28,0,https://english.news.cn/20250428/b5b6a111a4a04cf78ac310468ed5f8a0/c.html,,"Polio virus has been detected in environmental samples collected from various areas of Pakistan. Surveillance efforts are ongoing, and the National Emergencies Operation Center reports a decrease in virus spread due to recent anti-polio campaigns."
8723913,39.97,-97.56,Measles,United States,United States,2025-04-25,66,https://www.nmhealth.org/about/erd/ideb/mog/,,"Measles outbreaks are occurring in New Mexico and Texas. The New Mexico Department of Health is reporting an outbreak originating in Lea County, near Gaines County, Texas. The Texas Department of State Health Services is reporting a state-wide outbreak, primarily in West Texas. Cases have also been confirmed in other Texas counties. Health officials are investigating the outbreaks and working to identify potential contacts and reduce further transmission. Vaccination is the best way to prevent the disease."
8723963,39.97,-97.56,Measles,United States,United States,2025-04-25,18,https://www.cbs19.tv/article/news/local/texas-health-officials-confirm-18-measles-cases-upshur-county-including-5-residents/501-f570debc-12db-4e3b-b26e-32cad2e09e74,,"Health officials in Texas and California have confirmed cases of measles. In Texas, investigations are underway to determine the origin and residency of some cases. One case in Travis County involved a domestic traveler. Los Angeles County reported a case in a resident who recently returned from Texas. Public health officials are emphasizing the importance of vaccination to prevent the spread of the disease."
8723950,39.97,-97.56,Measles,"Washington, District of Columbia, United States",United States,2025-04-25,1,https://coloradosun.com/2025/04/25/colorado-measles-breakthrough-case-vaccination/,,"Measles cases have been confirmed in multiple states. In Colorado, a vaccinated adult contracted the disease, which is considered a ""breakthrough"" case. Tennessee is experiencing an outbreak, with all confirmed cases involving unvaccinated individuals. Kentucky has confirmed a second case, and the Cherokee Nation Reservation in Oklahoma has also identified a case. Health officials are urging vaccination to prevent the spread of measles."
8723958,43.00,-75.50,Hepatitis A,"Albany, New York, United States",United States,2025-04-25,1,https://www.nassaucountyny.gov/CivicAlerts.aspx?AID=12555,,The Nassau County Department of Health is alerting the public to a potential hepatitis A exposure at a local restaurant. Patrons who visited the establishment during a specific timeframe may have been exposed. Those potentially exposed should consult their healthcare provider for guidance on post-exposure treatment or monitoring for symptoms. The health department emphasizes the importance of good hygiene practices to prevent the spread of the virus.
8723981,39.97,-97.56,Measles,"Kansas City, Missouri, United States",United States,2025-04-25,0,https://www.cdc.gov/measles/data-research/index.html,,"In 2025, a number of U.S. jurisdictions reported confirmed measles cases. The majority of cases occurred in individuals who were unvaccinated or whose vaccination status was unknown. A portion of the cases resulted in hospitalization, and there were confirmed deaths. Data from the previous year indicated a smaller number of cases and a higher percentage of outbreak-associated cases compared to the current year."
8723912,47.49,-120.50,Measles,"Washington, United States",United States,2025-04-24,5,https://mynorthwest.com/local/fifth-measles-case-wa/4079153,,"Multiple states have reported new cases of measles. These cases involve both international travel and local transmission. Some individuals affected were unvaccinated, while others had unknown vaccination statuses. Public health officials are monitoring the situation and providing updates."
8723887,39.97,-97.56,Measles,"Washington, District of Columbia, United States",United States,2025-04-24,0,https://jamanetwork.com/journals/jama/fullarticle/2833361,,"This study used a simulation model to assess the impact of declining childhood vaccination rates on the potential reemergence of infectious diseases in the United States. The model considered different scenarios of vaccination rates for diseases like measles, rubella, poliomyelitis, and diphtheria. The results suggest that declining vaccination rates could lead to more frequent and larger outbreaks of these diseases, potentially causing them to become endemic again. The study emphasizes the importance of maintaining high vaccination coverage to prevent the resurgence of these vaccine-preventable infections."
8723892,55.15,-115.00,Measles,"Alberta, Alberta, Canada",Canada,2025-04-23,29,https://www.pentictonherald.ca/spare_news/article_65dc29d1-c642-52c1-9b13-f80e301b60e5.html,,"Alberta Health Services has issued a notice regarding potential measles exposures in the South zone. Individuals present at specific locations during certain dates and times may have been exposed. Residents, particularly those born in or after 1970 with an incomplete vaccination history, are advised to monitor for symptoms. The symptoms include fever, cough, runny nose, red eyes, and a rash. Vaccination within 72 hours of exposure can prevent infection."
8723949,25.75,86.15,Hepatitis A,"Patna, Bihar, India",India,2025-04-23,7,https://timesofindia.indiatimes.com/city/patna/cases-of-hepatitis-a-and-e-rise-in-patna-amid-soaring-heat/articleshow/120555882.cms,,"Rising temperatures in Patna have led to an increase in gastrointestinal and liver-related illnesses, specifically hepatitis A and E. Health experts attribute this surge to the favorable conditions for viral spread during the summer. Travel history, particularly to areas with potential contamination, is also a contributing factor. To prevent further spread, experts recommend avoiding contaminated food and water, practicing good hygiene, and maintaining proper sanitation. Common symptoms include fever, fatigue, and jaundice."
8723835,34.49,-106.00,Measles,"New Mexico, United States",United States,2025-04-22,624,https://www.nmhealth.org/about/erd/ideb/mog/,,Measles outbreaks are occurring in New Mexico and Texas. Measles is a highly contagious virus that can cause serious complications. The best way to prevent infection is through vaccination. Public health departments are investigating the outbreaks and will provide updates.
8723866,39.97,-97.56,Measles,United States,United States,2025-04-22,37,https://www.ksn.com/news/health/kansas-measles-outbreak-governor-to-provide-update-today-in-garden-city/,,"Multiple states are reporting measles cases. Health officials are urging vaccinations. Some cases are linked to travel, while others are locally acquired. Contact tracing is being used to identify and monitor cases."
8723851,23.87,121.02,Measles,"Taipei, Taiwan",Taiwan,2025-04-22,2,https://www.taiwannews.com.tw/news/6091273,,"Measles cases in Taiwan have reached a six-year high, with all clusters linked to Vietnam. The rise in cases is attributed to decreased vaccination coverage, particularly in Vietnam, due to disruptions during the COVID-19 pandemic. While the outbreak in Vietnam is showing signs of slowing, imported cases are still expected. Globally, measles outbreaks are also severe in other countries, including those in North America. Health officials advise travelers to Vietnam to practice good hygiene and monitor for symptoms upon their return. They also emphasize the importance of childhood vaccinations and note that Taiwan's high vaccination rate provides herd immunity, though priority for private vaccinations should be given to high-risk groups. Additional vaccine doses are expected to become available soon, which may lead to revised vaccination guidelines."
8723937,12.00,9.75,Polio,"Dutse, Jigawa State, Nigeria",Nigeria,2025-04-22,2,https://thenationonlineng.net/jigawa-records-two-new-polio-cases-after-a-decade-of-being-virus-free-unicef/,,"Following a period of being polio-free, two new cases of the disease have been confirmed in Jigawa State. UNICEF is urging the government to take action to stop outbreaks and increase vaccination efforts. They are also calling for a state of emergency on polio and routine immunization. The state government is responding with a large-scale immunization campaign, involving numerous teams and staff, to reach all eligible children. The campaign will include measures to address non-compliance and ensure full coverage."
8723875,6.75,30.00,Chicken Pox,"Lakes, Lakes, South Sudan",South Sudan,2025-04-21,24,https://www.radiotamazuj.org/en/news/article/rumbek-prison-reports-chickenpox-measles-suspected,,"An outbreak of chickenpox has been reported at Rumbek Central Prison in South Sudan. Health officials are treating infected inmates and working to prevent further spread, which is a concern due to overcrowding. The hospital director confirmed the outbreak and noted that the cause is overcrowding. A civil society activist also commented on the outbreak, blaming the large number of inmates."
8723813,32.08,34.80,Measles,"Tel Aviv, Tel Aviv District, Israel",Israel,2025-04-21,1,https://www.timesofisrael.com/case-of-measles-found-in-tel-aviv-area-as-virus-resurges-globally/,,"The Health Ministry announced a measles case in the Tel Aviv area, highlighting the global resurgence of the virus. The ministry is urging those who may have come into contact with the infected individual to ensure they are fully vaccinated. Measles, a highly contagious airborne virus, can cause serious complications and is preventable through vaccination. The ministry recommends that citizens check their immunization status."
8723871,35.69,139.69,Whooping Cough,"Tokyo, Tokyo, Japan",Japan,2025-04-19,722,https://mainichi.jp/english/articles/20250419/p2a/00m/0sc/007000c,,"Whooping cough cases in Japan are at a record high, with a concerning increase in reported cases. There have been instances of severe illness and fatalities, including cases involving antibiotic-resistant strains. Health officials are urging vaccination to protect infants."
8723793,31.02,-92.02,Measles,"Baton Rouge, Louisiana, United States",United States,2025-04-19,1,https://ldh.la.gov/news/R1-measles-case,,"In early 2025, several states reported their first cases of measles. These cases were linked to international travel. Health officials are working to identify and notify those who may have been exposed. Measles is a highly contagious disease, and vaccination is the best way to prevent its spread."
8723819,39.97,-97.56,Measles,"Kansas City, Missouri, United States",United States,2025-04-18,800,https://www.cdc.gov/measles/data-research/index.html,,"In 2025, measles cases have been reported across multiple jurisdictions, with a significant portion linked to outbreaks. The majority of cases involve individuals who are unvaccinated or whose vaccination status is unknown. A percentage of cases have required hospitalization, and there have been confirmed deaths. The number of cases in 2025 is higher than the total reported in the previous year."
8723784,-22.00,-49.00,Measles,"S√£o Paulo, S√£o Paulo, Brazil",Brazil,2025-04-18,1,https://g1.globo.com/sp/sao-paulo/noticia/2025/04/18/estado-de-sp-registra-primeiro-caso-de-sarampo-em-2025.ghtml,,"S√£o Paulo state has confirmed its first case of measles in 2025. The infected individual, a 31-year-old man from the capital, has recovered and did not require hospitalization. Health authorities are investigating the source of the infection and have implemented control and prevention measures in collaboration with municipal and federal health agencies."
8723783,55.43,-101.87,Measles,Canada,Canada,2025-04-17,149,https://health-infobase.canada.ca/measles-rubella/,,"This report provides a weekly update on measles and rubella cases in Canada. It highlights a current measles outbreak, noting that the majority of cases in 2025 are linked to this outbreak. The report also mentions that measles has been eliminated in Canada, with cases primarily resulting from international travel."
8723761,20.75,-156.50,Measles,"Hawaii, Hawaii, United States",United States,2025-04-17,2,https://spectrumlocalnews.com/hi/hawaii/health/2025/04/18/2nd-measles-case-confirmed-on-oahu,,"Multiple locations are reporting confirmed measles cases. In Hawaii, a second case was confirmed in a family member of an unvaccinated child who contracted the virus while traveling internationally. Montana is experiencing its first cases since 1990, with cases in both children and adults who had traveled outside of the state. Michigan is dealing with an outbreak in Montcalm County, linked to a larger outbreak in Ontario, Canada. Finally, Upshur County, Texas, has confirmed cases linked to visitors from out of state, with all affected individuals isolated in one location. Public health officials are emphasizing the importance of vaccination to prevent the spread of measles."
8723785,-30.00,-54.00,Measles,"Porto Alegre, Rio Grande do Sul, Brazil",Brazil,2025-04-17,1,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2025/04/17/porto-alegre-registra-primeiro-caso-de-sarampo-em-5-anos-diz-secretaria-de-saude.ghtml,,Porto Alegre has confirmed its first case of measles in five years. The infected individual is an adult resident who recently returned from the United States and was not vaccinated.
8723714,55.15,-115.00,Measles,"Alberta, Alberta, Canada",Canada,2025-04-16,77,https://nbcmontana.com/news/local/alberta-health-officials-warn-of-measles-case-in-canmore-banff-calgary-area,,"Health officials in Alberta are alerting the public to a new measles case in the Canmore, Banff, and Calgary areas. Individuals who visited specific locations during certain time periods may have been exposed. Those born in or after 1970 with fewer than two documented doses of the measles vaccine are advised to check their immunization records and watch for symptoms, which include fever, cough, runny nose, red eyes, and a red blotchy rash."
8723713,17.22,-88.68,Measles,"Belmopan, Cayo, Belize",Belize,2025-04-16,2,https://edition.channel5belize.com/after-34-years-measles-case-are-confirmed-in-belize/,,"Belize has confirmed its first cases of measles in over three decades. The cases were identified after individuals returned from a trip to Mexico. The Ministry of Health and Wellness is urging the public to ensure vaccinations are up to date, especially for children, and is offering vaccinations at mobile clinics. The ministry is particularly concerned about unvaccinated individuals, those planning to travel, and those in high-risk groups."
8723700,4.61,-74.08,Whooping Cough,"BogotÃ¡, BogotÃ¡ D.C., Colombia",Colombia,2025-04-15,107,https://www.infobae.com/colombia/2025/04/15/alerta-por-dramatico-aumento-de-casos-de-tos-ferina-en-bogota-en-medellin-tambien-estudian-evolucion-de-la-enfermedad/,,"There is a significant increase in cases of whooping cough in BogotÃ¡, Colombia, causing concern among health officials. The city has intensified vaccination efforts and educational campaigns to address the rise in cases. While MedellÃ­n has not seen a similar surge in whooping cough, there is an increase in acute respiratory infections, prompting preventative measures, including influenza vaccinations for at-risk groups."
8723720,4.61,-74.08,Whooping Cough,"BogotÃ¡, BogotÃ¡ D.C., Colombia",Colombia,2025-04-15,107,https://www.infobae.com/colombia/2025/04/15/alerta-por-dramatico-aumento-de-casos-de-tos-ferina-en-bogota-en-medellin-tambien-estudian-evolucion-de-la-enfermedad/,,"Whooping cough cases have dramatically increased in BogotÃ¡, prompting health officials to intensify vaccination efforts and educational campaigns. While the highest incidence is in young children, the disease can affect all ages, and preventive measures are recommended for everyone. In MedellÃ­n, authorities are monitoring a rise in acute respiratory infections and prioritizing influenza vaccinations for at-risk groups."
8723689,39.97,-97.56,Measles,United States,United States,2025-04-15,63,https://www.nmhealth.org/about/erd/ideb/mog/,,Measles outbreaks are occurring in New Mexico and Texas. The disease is highly contagious and spreads through the air. The best way to prevent measles is through vaccination. Public health departments are monitoring the situation and will provide updates.
8723804,23.87,121.02,Measles,"Taipei, Taiwan",Taiwan,2025-04-15,4,https://udn.com/news/story/7266/8675880?from=udn_mobile_indexrecommend,,"Measles cases have recently increased, with both local and imported cases reaching a six-year high. The new cases include individuals who contracted the disease abroad and those who came into contact with them. Public health officials are monitoring the situation and reminding the public to be aware of potential exposure sites. They also emphasize the importance of vaccination, especially for children, and advise travelers to practice good hygiene and seek medical attention if they experience symptoms after returning from affected areas."
8723656,21.02,105.84,Measles,"Hanoi, Ha Noi, Vietnam",Vietnam,2025-04-14,212,https://vnexpress.net/so-ca-soi-o-ha-noi-tiep-tuc-tang-4873469.html,,"Measles cases in Hanoi are increasing, with the majority of those affected being unvaccinated or incompletely vaccinated. The Ministry of Health has noted that the disease is spreading rapidly and can cause serious complications. The Ministry recommends vaccination for high-risk groups and advises anyone experiencing symptoms to seek immediate medical attention. Public health officials are also emphasizing the importance of hygiene and limiting contact with infected individuals."
8723636,21.02,105.84,Measles,"Hanoi, Ha Noi, Vietnam",Vietnam,2025-04-14,0,https://vnexpress.net/so-ca-soi-o-ha-noi-tiep-tuc-tang-4873469.html,,"Measles cases in Hanoi are increasing, with the majority of cases occurring in individuals who are unvaccinated or not fully vaccinated. The Ministry of Health has noted that measles is highly contagious and can lead to serious complications. They are recommending vaccination for high-risk groups and advising anyone experiencing symptoms to seek immediate medical attention. Additionally, they are encouraging preventative measures such as limiting contact with infected individuals and practicing good hygiene."
8723727,13.17,45.38,Measles,"Abyan Governorate, Yemen",Yemen,2025-04-13,5,https://www.alayyam.info/news/A6HWUVBH-QGA1EY-7334,,"Measles cases have been increasing since early March 2025, with a concerning rise in affected children. Health officials attribute the surge to parents refusing vaccinations and low vaccination rates."
8723599,39.97,-97.56,Measles,United States,United States,2025-04-11,712,https://www.cdc.gov/measles/data-research/index.html,,"In 2025, there has been an increase in confirmed measles cases and affected jurisdictions compared to the previous week. The majority of cases are linked to outbreaks. Most cases involve individuals who are unvaccinated or whose vaccination status is unknown. A portion of the cases have resulted in hospitalization, and there have been confirmed deaths."
8723578,34.49,-106.00,Measles,"New Mexico, United States",United States,2025-04-11,58,https://www.nmhealth.org/about/erd/ideb/mog/,,Measles outbreaks are occurring in New Mexico and Texas. Measles is a highly contagious virus that can cause serious complications. The best way to prevent infection is through vaccination. Public health officials are investigating the outbreaks and will provide updates.
8723645,46.19,-63.11,Measles,"Prince Edward Island, Prince Edward Island, Canada",Canada,2025-04-11,2,https://www.cbc.ca/news/canada/prince-edward-island/pei-measles-first-two-cases-april-11-1.7508064,,Prince Edward Island has confirmed its first cases of measles since 2013. The cases involve adults who traveled together to an area with ongoing outbreaks. Public health officials are tracing contacts and offering vaccinations as needed. The province's Chief Public Health Office is encouraging residents to check their vaccination records and get immunized if they are not up to date.
